affordablecareact , 28.782742681
obamacare , 8.47457627119
youngturks , 5.70107858243
tyt , 4.56086286595
rickwarren , 4.56086286595
tweetzup , 3.05084745763
aca , 2.61941448382
ff , 1.91063174114
followdaily , 1.91063174114
capitolhill , 1.26348228043
cenkuygur , 1.20184899846
joegarcia , 1.20184899846
tcot , 1.1093990755
healthcare , 1.04776579353
getcovered , 0.739599383667
affordablecare , 0.708782742681
georgia , 0.708782742681
rebeccapearce , 0.677966101695
isabelfitzgerald , 0.677966101695
carolynquattrocki , 0.677966101695
medicare , 0.616332819723
internalrevenueservice , 0.55469953775
uniteblue , 0.55469953775
relatedhealth , 0.523882896764
fact , 0.523882896764
obama , 0.462249614792
bluecross , 0.40061633282
health , 0.40061633282
gettalking , 0.40061633282
pajamaboy , 0.40061633282
cityhall , 0.369799691834
teaparty , 0.369799691834
townhall , 0.369799691834
wed , 0.369799691834
youngpeople , 0.308166409861
saveslives , 0.308166409861
insurance , 0.308166409861
p2 , 0.308166409861
whitehouse , 0.246533127889
nc , 0.246533127889
forwardaz , 0.215716486903
foxnews , 0.215716486903
lieoftheyear , 0.215716486903
barackobama , 0.215716486903
medical , 0.215716486903
pjnet , 0.215716486903
generalassembly , 0.184899845917
missourichamber , 0.184899845917
tsa , 0.184899845917
northdakota , 0.184899845917
m , 0.184899845917
video , 0.154083204931
emergencyroom , 0.154083204931
senaterepublican , 0.154083204931
map , 0.154083204931
die , 0.154083204931
freelancers , 0.154083204931
obamaadministration , 0.154083204931
gop , 0.154083204931
kindle , 0.154083204931
treps , 0.154083204931
thriller , 0.154083204931
michaelgerson , 0.154083204931
secret , 0.154083204931
dumpocare , 0.154083204931
leadershipmiami , 0.154083204931
charlottechamber , 0.154083204931
dental , 0.154083204931
kayhagan , 0.123266563945
medicine , 0.123266563945
wallstreetjournal , 0.123266563945
hcr , 0.123266563945
coveredca , 0.123266563945
karlrove , 0.123266563945
mychristmaswish , 0.123266563945
fail , 0.123266563945
relatedstories , 0.123266563945
presidentbarackobama , 0.123266563945
ofa , 0.123266563945
ronsuskind , 0.0924499229584
ccot , 0.0924499229584
federalreserve , 0.0924499229584
lgbt , 0.0924499229584
premierinc , 0.0924499229584
ipo , 0.0924499229584
usa , 0.0924499229584
smallbiz , 0.0924499229584
hhs , 0.0924499229584
riskpool , 0.0924499229584
tax , 0.0924499229584
healthreform , 0.0924499229584
japan , 0.0924499229584
morningjoe , 0.0924499229584
johnboehner , 0.0924499229584
fullrepeal , 0.0924499229584
agriculturedepartment , 0.0924499229584
robertblendon , 0.0924499229584
supremecourt , 0.0924499229584
snfs , 0.0924499229584
news , 0.0924499229584
